company,job-title,job-description,level
Patterned Learning AI,Data Engineer (Entry Level ),"REMOTE (US/Canada Residing people only, with work permit)Patterned Learning – Data Engineer (Entry Level ) , FULL-TIME, Salary $100K - $130K a year.About us: The Future of AI is Patterned, a stealth-mode technology startup. Top investors include Sequoia and Anderson Horowitz, founders from Google, DeepMind, and NASA and we’re hiring for almost everything!About The JobRequired Skills and Experience:Experience in writing cloud-based softwareExpertise with AWS data processing products (Kinesis, S3, Lambda, etc.) or comparable (Redis, Kafka, Google DataFlow, etc.)Strong knowledge of relational DBs (Postgres, Snowflake, etc.) including SQL, data modeling, query tuning, etc.Experience delivering software products built using PythonExperience using professional software development practices, including: Agile processes, CI/CD, etc)Familiarity with distributed data processing frameworks (AWS Glue, Spark, Apache Beam, etc.)Familiarity with modern data analysis, dashboarding and machine learning tools (DBT, Fivetran, Looker, SageMaker, etc.)Special Benefits You Will LoveFlexible vacation, paid holidays, and paid sick days401(k) with up to 2% employer match (no match)Health, vision, and dental insurance.Schedule: 8 hour shift, Monday to Friday , Time: Flexible, Job Type: Full-time
      

        Show more

        


        Show less",Entry level
MNTN,Machine Learning Engineer,"At MNTN, we've built a culture based on quality, trust, ambition, and accountability – but most importantly, we really enjoy working here. We pride ourselves on our self-service platform and are constantly seeking to improve the user experience for our customers and scale for efficiency. Our startup spirit powers our growth mindset and supports our teammates as they build the future of ConnectedTV. We're looking for people who naturally want to do more, own more, and make an impact in their careers – and we're seeking someone to be part of our next stage of growth.As a Machine Learning Engineer on our Attribution team, you will ideate, train, test, deploy, evaluate and monitor matching systems in a large scale production environment to maximize advertiser goals while respecting consumer privacy. As a core contributor to how we best match ads, you will work with data science, software engineers, product managers, infrastructure teams, and data teams. Relevant experience includes propensity modeling, ranking, predictive modeling, spam detection, clustering, segmentation, and similar.What You'll Do:Use MNTN proprietary and third party data sources to conceive and lead machine learning projects that maximize goals for advertising marketers while protecting consumer privacy. Be a hands-on builder of needed components in software and infrastructure. Become the end to end expert on matching ad opportunities to potential audiences in an ambiguous and privacy-focused ecosphere. Identify opportunities and gaps in data and insights for both internal and external stakeholders. Work with product and engineering teams to create and evaluate your model designs. Lead discussions with other technical and non-technical functions. Investigate critical incidents and provide insights to data ambiguity. What You'll Bring:1-3 years of experience of real-world problem solving related to developing and using machine learning models on large scale data. Advanced degrees in Computer Science, Mathematics, Electrical Engineering, Statistics or similar may be substituted for some years of experience. Experience in SQL, Python, Spark, R, or similar languages. Experience in machine learning libraries and platforms such as scikit-learn, tensorflow, sagemaker, or similar. Written and verbal communication skills to convey complex technical topics to a variety of audiences. MNTN Perks100% remote Open-ended vacation policy with an annual vacation allowanceThree-day weekend every month of the yearCompetitive compensation100% healthcare coverage401k planFlexible Spending Account (FSA) for dependent, medical, and dental careAccess to coaching, therapy, and professional developmentAbout MNTN:MNTN provides advertising software for brands to reach their audience across Connected TV, web, and mobile. MNTN Performance TV has redefined what it means to advertise on television, transforming Connected TV into a direct-response, performance marketing channel. Our web retargeting has been leveraged by thousands of top brands for over a decade, driving billions of dollars in revenue.Our solutions give advertisers total transparency and complete control over their campaigns – all with the fastest go-live in the industry. As a result, thousands of top brands have partnered with MNTN, including, Petsmart, Build with Ferguson Master, Simplisafe, Yieldstreet and National University.


        Show more

        


        Show less",Entry level
Transcat,Software Engineer I,"The software engineer I position will design, develop and debug desktop/web applications that function in a hybrid environment.Participate in all aspects of the application development life cycle, includingBusiness requirements translationTechnical designTest case creation (unit test)Coding/developmentUnit testingDebug/troubleshootingPeer-reviewDeploymentPost-deploy supportCreate clear and accurate technical documentationStrong discipline of accountability and task managementRequired SkillsWorking knowledge of one or more object-oriented languagesBe motivated to continue to learn new skillsHave strong interpersonal skills to facilitate working within a team Effective verbal and written communication skillsEffective time management skillsQualificationsBachelor’s degree in Software Engineering, Computer Science or related degreeExperience with PHP, HTML5, CSS, Javascript, Java, C#, SQL/TSQLExperience developing stateless web applications, RESTful web services and APIsExperience with AWS environments and SDKs including S3, SNS, SQS, SES, ElasticCache, Lambda, CloudSearchUnderstanding of source control practices with TFS and GitExperience with databases, including working knowledge of MS SQL, PostgreSQL and MongoDBExperience with transactional web development, RESTFul APIs, ecommerce or related applicationsExcellent communication skillsMINIMUM 3+ years of software development experienceEqual Opportunity and Non-DiscriminationTranscat is an equal-opportunity employer and prohibits discrimination on the basis of any protected status. All qualified applicants will receive consideration for employment without regard to age, color, creed, disability, domestic violence victim status, gender identity, genetic predisposition or carrier status, marital status, national origin, pregnancy, race, religion, sex, sexual orientation, status as a protected veteran or as a member of any other protected group or activity.We will make reasonable accommodations for personnel with disabilities to enable them to perform the essential functions of this position unless doing so poses an undue hardship on the company or a direct threat to health or safety.
      

        Show more

        


        Show less",Entry level
,,,
,,,
LVIS,Machine Learning Engineer - Mlops,"LVIS is a leader in cutting edge neural information analysis technology that decodes brain networks and provides visualizations assisting neurological disease diagnosis. LVIS owns patented technologies and our team includes leaders with strong expertise in neuroscience and engineering. LVIS has been selected to be a member of the Stanford StartX community and the NVIDIA inception program. We are an international team with our headquarter located in Palo Alto, California, USA and an office in Gangnam, Seoul, South Korea. We are looking for talented individuals to join us in transforming the neurology health care industry.ResponsibilitiesDeep learning model deployment for medical web applications.Machine learning system stability testing and optimization.Model compression with pruning, quantization and distillation.Collaborate with data scientists and software engineers to optimize deep learning model performance.RequirementsMinimum Required QualificationsMS or PHD in Computer Science, Statistics, Electrical Engineering, Applied Math, and other similar fields.Deep understanding of the machine learning algorithms and systems, especially convolutional neural networks.Proficient in python and python machine learning packages, such as numpy, scikit learn, pytorch, keras, etc.Preferred To HaveHands-on experience of model deployment in the cloud (AWS, Azure or GCP).Experience of model compression techniques.Experiences in medical image/signal processing and data analysis.Other InformationJob type: Full-time.U.S. citizens, green card holders, and those authorized to work in the U.S. for any employer will be considered.Willing to work onsite at our Palo Alto location.


        Show more

        


        Show less",Mid-Senior level
,,,
Yakoa,Machine Learning Engineer,"We’re looking for people who want to build for the future of Web3. You’ll be building customer-facing products that help shape the way intellectual property is processed and handled.ResponsibilitiesTrain and deploy deep learning models to power Yakoa’s intellectual property tracing capabilities.Own the implementation of capabilities by taking responsibility from inception to deployment.Uphold our high engineering standards by bringing consistency and repeatability to the training, evaluation, and deployment processes.Mentor software engineers while serving as technical lead, contributing to and directing the execution of complex projectRequirements5+ years working as a machine learning engineer or researcher.Experience managing model deployment pipelines on cloud services like AWS.Familiarity with state-of-the-art deep learning models across computer vision and natural language processing.Proficiency in Python, and PyTorch.Exceptional candidates also haveExperience with Web3 toolingB2B software design experienceBenefitsUnlimited PTO.Competitive compensation packages.Remote friendly & flexible hours.Wellness packages for mental and physical health.No crypto or Web3 experience? No problem! We’ll help coach you and cover any costs for educational materials for your growth.


        Show more

        


        Show less",Mid-Senior level
"Chemix, Inc.",Machine Learning Research Engineer Internship,"Chemix is seeking a highly-motivated graduate-level machine learning research engineer intern to help develop and expand our internal AI capabilities for battery materials discovery. Our AI platform is the core of Chemix. Though data is first and foremost in any application of AI, it is typically very scarce in materials development. We've designed our entire R&D operation to generate battery materials datasets of unprecedented size and quality. As a machine learning research engineer intern at Chemix, your mission is to work with our machine learning scientists to (i) suggest, prototype, and test new algorithms, and (ii) design and build the machine learning pipelines that turn our data into actionable results. You'll make a fundamental contribution to developing the batteries that will power the electrification revolution in transportation and beyond.As an early employee at a fast-moving startup, we expect you to quickly and creatively solve all kinds of technical problems, including those beyond your core expertise. An ideal candidate is able to learn quickly, is eager to stretch their knowledge of the ML and data software stack, takes pride in the quality of their work, and wants to make a real impact in energy storage technologies for electric transportation.Responsibilities:Suggest, prototype, and test new ML algorithms based on our large materials datasetsDiscover and introduce new ML models, statistical methods, software frameworks, and libraries Contribute code to Chemix's internal codebase (Python)Interface with our data scientists, data/software engineers, and battery engineers Implement best practices for code development and ML-ops, experiment tracking, etcInform the optimization of the R&D process that generates our dataRequirementsIn-progress, or recently completed, MS or PhD in applied machine learning or adjacent field.Experience with core data science, machine learning, and statistics conceptsExperience with the python data ML stack: pandas, numpy, sklearn, pytorch / tensorflowExperience with the fundamentals of ML and software ops: git, testing, CI/CD, experiment tracking, cloud computingClear communication and good people skillsStrong organization and ability to manage parallel projectsNice to have:Previous battery data experienceFamiliarity with experimental chemistry/materials scienceBenefitsStock Option PlanHealth Care Plan (Medical, Dental & Vision)Retirement Plan (401k)Paid Time Off (Vacation, Sick & Public Holidays)Family Leave (Maternity, Paternity)


        Show more

        


        Show less",Internship
Patterned Learning AI,Junior Machine Learning Engineer,"REMOTE (US/Canada Residing people only, with work permit)Patterned Learning – Junior Machine Learning Engineer , FULL-TIME, Salary $90K - $130K a year.About us: The Future of AI is Patterned, a stealth-mode technology startup. Top investors include Sequoia and Anderson Horowitz, founders from Google, DeepMind, and NASA and we’re hiring for almost everything!About The Job Requirements2 years of experience, or an advanced degree (MSc).Experience in applied Deep Learning (DL) and Computer Vision (CV) concepts including but are not limited to: CNNs, RNNs, Autoencoders, Transfer Learning.Hands-on experience (academic and/or industrial) in 3D Pose Estimation and Motion reconstruction from images and videosProficiency in general purpose programming languages: Python, and C++.Experience with ML frameworks such as: PyTorch, Tensorflow, etc.The ideal candidate would be very well acquainted with Computer Graphics techniques, Neural Rendering, and Numerical Optimization(Optional) Knowledge of 3D packages such as Blender, Maya, or any game engine technologyBSc in Computer Science, Mathematics, Electrical Engineering, or related technical field.Ability to speak and write in English fluently and idiomatically.Special Benefits You Will LoveFlexible vacation, paid holidays, and paid sick days401(k) with up to 2% employer match (no match)Health, vision, and dental insuranceOptional supplemental insurance policies for things like accidents, injuries, hospitalizations, or cancer diagnosis and treatment.Schedule: 8 hour shift, Monday to Friday , Time: Flexible, Job Type: Full-time
      

        Show more

        


        Show less",Entry level
"Enterprise Minds, Inc",Machine Learning Software Engineer,"ML - Handson Tensorflow Dev -ML pipeline and process -Strong python coding skills -Experience in deploying models -API development -Flask or Django experience
      

        Show more

        


        Show less",Entry level
,,,
,,,
,,,
,,,
Holy Grail Inc,Machine Learning Engineer,"Holy Grail developed a direct air carbon capture technology that uses electrons to capture CO2 from the atmosphere. We are looking for proactive candidates who are ready to take ownership and are passionate about creating a sustainable solution to removing excess CO2 from the atmosphere. The ultimate goal of Holy Grail is to contribute to the long-term sustainability of life on Earth.We are looking for a data machine learning engineer to join our team and help bring our modular CO2 scrubbers to market.This role will be located in Mountain View, CA.Requirements: Detail-oriented with a creative approach to science and engineering A high degree of autonomy and independence Intrinsic motivation with a fundamental love of science Ability to learn and adapt quickly Advanced skills with Tensorflow and/or Pytorch Experience with probabilistic models like Gaussian processes and BNNs Experience with active learning for Design of Experiments Experience with different active learning sampling methods Experience in building regression models in large combinatorial spacesResponsibilities: Design and build models for Design of Experiments Design and build multi-target regression models for research and engineering optimization Design and build hyperparameter tuning pipelines for machine learning and deep learning models Collaborate with mechanical engineers, chemical engineers, and design engineers to optimize manufacturing methodsNice to have: Advanced degree in data science or equivalent experience Data engineering experience Computational chemistry and atomistic simulations experience Bioinformatics experience Experience with TensorFlow probability and Pyro Experience with building active learning sampling methods from scratchWhat we offer:You will join a team that is passionate about having an impact on climate change. We care about the optimal way to solve a problem and nurture a culture of creativity and collaboration. We care about quick iterations, minimizing assumptions, and we use emojis to label our chemicals. We work on interesting technical problems and provide support and resources to tackle them.Impact: your contribution will directly impact our technical milestones and you will have full ownership of your projects. We don’t micromanageNo politics: we give you the resources to test all your wildest ideas in hours or days, not months. If there is a chance that something will advance our progress we will test it as soon as possibleOwnership: not only you will own your projects you will also own part of the companyAutonomy: we welcome your independent perspective and encourage you to set and manage your time to achieve our shared goalsFlexibility: we cultivate an informal environment that is more fun and less rigid compared to academia and larger companies
      

        Show more

        


        Show less",Not Applicable
Tech Firefly,Machine Learning Engineer,"Tech Firefly is teaming up with a national financial services company to hire a Machine Learning Engineer. If you have experience building out Machine Learning projects as an engineer, please apply today.This position will require you to work on-site in Austin, TXLong Term Contract PositionPay: $60/hour on W2Requirements Bachelor of Science in Computer Science or a related field Proven experience building out ML projects as a Machine Learning Engineer or similar role Understanding of data structures, data modeling and software architecture Deep knowledge of math, probability, statistics and algorithms Ability to write robust code in Python, Java or R Experience with machine learning frameworks and libraries such as Tensorflow, Pandas, NumPy, Matplotlib or similar Working knowledge of Agile, Iterative development process is essential Preferred Experience in NLU/NLP or large language models Experience working in GCP or AWS clouds Demonstrated ability to work well under pressure in a fast-paced environment Exposure to a regulatory environment (like Banking & Finance or Health care etc.) domain is a plus Hands on experience with DevOps and Continuous Integration tools (Jenkins/Bamboo/GIT etc.) is preferredBenefitsSick DaysFree Life InsuranceMedical Insurance Options
      

        Show more

        


        Show less",Mid-Senior level
BLACKBIRD.AI,Machine Learning Engineer (NLP),"This is a fully remote opportunity at Blackbird.AI. You will not be required to relocate.The Company:What has been the effect of disinformation on the world?Blackbird.AI creates leading-edge AI software to provide critical real-time insights to provide our clients with a deep understanding of ongoing disruptive narratives, their motives, and overall digital noise. We are united by our dedication to our mission. We believe that we have a responsibility to society and that our service is vitally needed by organizations and individuals to create an empowered and critical thinking society.If this mission resonates with you, we'd love to hear from you.The Opportunity:We are looking for a Machine Learning Engineer with expertise in NLP who can join our AI research and development efforts with a direct impact on our core platform. You will work with both engineering and business teams to best understand design requirements. Then, your role is to design and build practical high performance machine learning solutions.In this role, you will work on some of the latest cutting edge applications of machine learning applied to critical problems that affect businesses, governments and society. You will directly work with top management and key stakeholders to define solutions to critical problems that will have immediate impact and value at the platform and client levels. If you are passionate to work on massive, unstructured problems that can be solved using data, we are looking for you.RESPONSIBILITIES:Contribute to research and development focusing on the following areas: information extraction, multilingual NLP, automated summarization and graph network analysis.Manage the collection and annotation of large custom datasets for text classification, unsupervised pre-training, translation, tagging, and other related problems.Capable of understanding and implementing state-of-the-art methods based on research papers and/or open source libraries, and push beyond the state-of-the-art.Experience with implementing efficient and scalable software systems in Python. Ability to integrate implemented software components into a fully functional software pipeline, and provide verification and validation against requirements.Knowledge of machine learning evaluation techniques, failure modes, and limitations.RequirementsMust Have:Minimum 2 years of professional experience working in Natural Language Processing or closely related field, with demonstration of successful delivery of novel research and/or product offerings.Masters degree or PhD from an accredited college/university in Computer Science, Computational Linguistics, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields (strong mathematical/static background with ability to understand algorithms and methods from a mathematical and intuitive viewpoint). Some exceptions can be made depending on exceptional past accomplishments/references. Experience with command-line scripting, data structures and algorithms, and the ability to work in a Linux environment, processing large amounts of data in a cloud environment.Highly skilled in Python development, as well as: Tensorflow, Pytorch, Keras and Scikit-Learn.Able to communicate scientific concepts to both technical and non-technical audiences.Nice to Have:Working knowledge of AWS and other cloud services.Experience creating novel datasets for scientific analysis or benchmarking.Capability to contribute at the system architecture level to enhance scalability, testability, robustness.Experience with generative models of fake text or images.Experience and top performances in online competitions / hackathons, such as, kaggle.Published research in areas related to machine learning, NLP, or its applications.Record of contributions to open-source machine learning projects, or related endeavors.Experience writing detailed documentation of machine learning systems.BenefitsHealth Care Plan (Medical, Dental & Vision)Paid Time Off (Vacation, Sick & Public Holidays)Work From HomeStock Option PlanExciting career development prospects, to grow into leadership rolesTake note - due to the high volume of applicants, only shortlisted candidates will be notified. Thank you for taking the time to apply for the role at Blackbird.AI.Ll-Remote


        Show more

        


        Show less",Mid-Senior level
Hayden AI,Machine Learning Engineer,"Welcome to Hayden AI, where the future is ours to make. From bus lane and bus stop enforcement to digital twin modeling and more, our clients use our mobile perception system to speed up transit, make streets safer, and create a more sustainable future.Led by experts in AI, computer vision, data science, transportation, and government technology, Hayden AI is pioneering real world problem solving powered by AI and machine learning.Our mobile perception platform is currently utilized by New York City's MTA for automated bus lane enforcement. We recently raised $20 million in Series A funding and have been featured in Bloomberg CityLab, Forbes, Smart Cities Dive, and Politico.Come join us, and help us build a vision-based data platform for smart enforcement and smart cities with our six core values in mind:Customer FocusPassionCollaborationEmpowermentTransparencyIntegrityMachine Learning EngineerSummary Of ResponsibilitiesThis role will work with the data generated from perception algorithms to create insights and fine tune our perception system. You will access databases to create local datasets. Analyze the data to understand the performance and problems with the current solutions Develop custom data models and algorithms to apply to improve our decision making pipelines. Coordinate with different functional teams (cloud /device) to implement models and monitor outcomes. Present findings to the company so that insights can be acted on across the company to improve performanceUse data visualization tools to present findings in easy to understand ways to make improvements to the current system. Summary of Qualifications:Strong data science and traditional ML skills (SVM, Random Forest etc.)Strong problem solving skills with an emphasis on product development. Self led and excited to dig into the data to find issues and insights. Python, Pandas (C++ or Go experience is a bonus). Understanding of computer vision and deep learning. SQL/Database access experience. Experience working with geospatial data is a plus. Compensation89,000-200,000 Base Salary Considerable equity package Extensive wide ranging health benefits Company wide bonus program401k with match programThere are endless learning and development opportunities from a highly diverse and talented peer group, including experts in a wide range of fields (AI, Computer Vision, Government Contracting, Systems & Device Engineering, Operations, Communications, and more)!Just a few of our perks include:Options for 100% company paid medical, dental, and vision coverage for employees and dependents (for US employees)Flexible Spending Account (FSA) and Dependent Care Flexible Spending Account (DCFSA)Life, AD&D, Short and Long Term Disability InsuranceAflac Critical Illness, Accident Insurance & Hospital Indemnity InsuranceMetLife Legal Plan(s) & Pet InsuranceFarmers GroupSelect Auto & Home Insurance401(k) with 3% company matchingProfessional development reimbursementWellness stipendsUnlimited PTORemote work opportunitiesHome office & technology reimbursementDaily catered lunches in our Oakland officeHayden AI is committed to creating a diverse and inclusive environment that fosters learning from each other. We celebrate people of diverse backgrounds, experiences, abilities, and perspectives. We are an equal opportunity employer and are committed to providing a work environment free of harassment and discrimination. Hayden AI is also committed to working with and providing reasonable accommodations to individuals with disabilities. Please let your recruiter know if you need an accommodation at any point during the interview process.To all recruitment agencies: Hayden AI does not accept agency resumes. Please do not forward resumes to our jobs alias, Hayden AI employees or any other company location. Hayden AI is not responsible for any fees related to unsolicited resumes.Privacy Policy
      

        Show more

        


        Show less",Entry level
X1,New Grad Software Engineer (Product),"Who are we?X1 is building the smartest credit card ever made. We power over $800M in annualized spending and are rapidly growing.We have been featured in publications like Business Insider, Fast Company, Forbes, Inc., Money, CNBC, CNET, Nasdaq, TechCrunch and Wired.We have raised over $60M from some of the most iconic investors in Silicon Valley, who founded Google Analytics, Y Combinator Continuity, PayPal, Affirm, Box, Yelp, and more. These include David Sacks, Max Levchin, Wesley Chan, CEOs of Yelp, Box, and Y Combinator Continuity, The Chainsmokers, and Jared Leto.What will you do?Build world class consumer finance software to serve X1's customers.Who will you work with?An elite engineering team with alumni from Affirm, Stripe, Google, Pinterest, Y Combinator, Stanford, MIT, and more.What will you work on?As a frontend-focused product engineer, you will build features that no other credit card has offered before. You will gain experience across the entire stack by deep diving into React and React Native, designing GraphQL API interfaces, and adding functionality to core processing infrastructure.Who are you? An undergraduate or graduate computer science degree (or a related field) Strong computer science fundamentals Strong programming experience with any one language Good communication skills Hungry to learn and grow alongside a growing businessAs an early team member at X1 you will be a critical voice and have significant influence over the direction of the company. We will compensate you well, invest deeply in your development, and ensure this is the single best work experience of your life. If you think you’d be a good fit, we’d love to hear from you.How can you reach us?To learn more, see https://x1.co/
      

        Show more

        


        Show less",Not Applicable
Cyberjin,Machine Learning Infra Engineer,"Ideal candidate traits🧠 Previously scaled ML systems to 1M + users📑 Willing to go deep in the weeds on research & development⚙️ Cares a Ton About How Backend Systems Work💨 Has worked on large systems but executes like a startup, fast, ships and iteratesPowered by JazzHRkSUPOAkuhD
      

        Show more

        


        Show less",Mid-Senior level
Skyways,Software Engineer - Machine Learning (ML/CV/AI),"At Skyways we are building a new form of air transportation. Some people call it the flying car. We believe fully autonomous unmanned aerial vehicles represent a unique opportunity to move things and ultimately people in new, more efficient ways. Our strategy to get there is completely different than the rest of the industry.Skyways is a startup based in Austin TX. We are backed by some of the most respected investors in Silicon Valley including YCombinator. Although we consider ourselves early-stage, we already have vehicles in production and in the hands of paying customers. Come join us and work on a transportation revolution to advance our civilization!Note: most of our jobs are local in Austin TX, with the notable exception of software related roles.We are growing and looking for a ML/CV/AI Software Engineer to join our team.Having a solid math/science foundation is critical for the role, since you'll need to understand and work with flight dynamics and also help support mechanical engineers by writing software for hardware test stands.We are also looking for a candidate who is excited about things that fly, not afraid of tough engineering challenges, and eager and able to learn quickly and work in an extremely fast-paced startup environment.STUDENTS/NEW GRADUATES: This job requires 3 years post graduation experience, new grad/internship openings are posted separately and applying here may misdirect your application for the roles you are qualified for!Responsibilitieswork with more senior engineers to build new ML training pipelines, add features to existing systems, and fix bugs (Python)write software for CV inference at the edge (C++ mostly)go through design review processreason about your decisions based on data (experiments, math/science)maintain a clean codebase by doing code reviews, writing tests, utilizing continuous integrationlearn and promote software engineering best practicesship software to production (i.e. our aircraft but also network-based applications)maintain production systemswork with flight ops to test your software and iterate/improve at high speedRequirementseducation in Computer Science, Computer Engineering or a related field -- a formal education isn't required but you'll be expected to know backend and low-level fundamentals2+ years of experience in ML (CV preferred)familiarity with PyTorch or TensorFlow and training ML modelsfamiliarity with inference (C++ preferred) and performance optimization at the edgeinterest in aerospaceability and willingness to learn a thousand things in a hundred daysbe an awesome and friendly individualbe open minded to learn more about both software best practices and our field (your code will fly, it's a big deal)bonus points if you have experience with software running onboard a vehicle/robotbonus points if you have experience with flight controls / control theory


        Show more

        


        Show less",Not Applicable
VIR Consultant LLC,Machine Learning Engineer,"Role: Machine Learning EngineerLocation: San Francisco, CAType: Full TimeAbout This RoleYou will build the machine learning systems that power our general artificial intelligence for capital allocation. We are looking for researchers who want to discover elegant deep learning concepts and then put them into production as solutions to high-stakes, real-world problems.Ideal candidate traits3+ years of professional experience as a software engineer or machine learning researcherHistory of generating new ideas in AI, evidenced by published works or personal projectsExceptional engineering abilities, with a track record of putting complex systems into productionResearch leadership skills, with the capacity to own projects end-to-end, from idea generation through executionEnergized by fast-paced, intense work environmentsExceptional independence of thought and grittiness in the pursuit of success


        Show more

        


        Show less",Entry level
MNTN,Machine Learning Engineer,"At MNTN, we've built a culture based on quality, trust, ambition, and accountability – but most importantly, we really enjoy working here. We pride ourselves on our self-service platform and are constantly seeking to improve the user experience for our customers and scale for efficiency. Our startup spirit powers our growth mindset and supports our teammates as they build the future of ConnectedTV. We're looking for people who naturally want to do more, own more, and make an impact in their careers – and we're seeking someone to be part of our next stage of growth.As a Machine Learning Engineer on our Attribution team, you will ideate, train, test, deploy, evaluate and monitor matching systems in a large scale production environment to maximize advertiser goals while respecting consumer privacy. As a core contributor to how we best match ads, you will work with data science, software engineers, product managers, infrastructure teams, and data teams. Relevant experience includes propensity modeling, ranking, predictive modeling, spam detection, clustering, segmentation, and similar.What You'll Do:Use MNTN proprietary and third party data sources to conceive and lead machine learning projects that maximize goals for advertising marketers while protecting consumer privacy. Be a hands-on builder of needed components in software and infrastructure. Become the end to end expert on matching ad opportunities to potential audiences in an ambiguous and privacy-focused ecosphere. Identify opportunities and gaps in data and insights for both internal and external stakeholders. Work with product and engineering teams to create and evaluate your model designs. Lead discussions with other technical and non-technical functions. Investigate critical incidents and provide insights to data ambiguity. What You'll Bring:1-3 years of experience of real-world problem solving related to developing and using machine learning models on large scale data. Advanced degrees in Computer Science, Mathematics, Electrical Engineering, Statistics or similar may be substituted for some years of experience. Experience in SQL, Python, Spark, R, or similar languages. Experience in machine learning libraries and platforms such as scikit-learn, tensorflow, sagemaker, or similar. Written and verbal communication skills to convey complex technical topics to a variety of audiences. MNTN Perks100% remote Open-ended vacation policy with an annual vacation allowanceThree-day weekend every month of the yearCompetitive compensation100% healthcare coverage401k planFlexible Spending Account (FSA) for dependent, medical, and dental careAccess to coaching, therapy, and professional developmentAbout MNTN:MNTN provides advertising software for brands to reach their audience across Connected TV, web, and mobile. MNTN Performance TV has redefined what it means to advertise on television, transforming Connected TV into a direct-response, performance marketing channel. Our web retargeting has been leveraged by thousands of top brands for over a decade, driving billions of dollars in revenue.Our solutions give advertisers total transparency and complete control over their campaigns – all with the fastest go-live in the industry. As a result, thousands of top brands have partnered with MNTN, including, Petsmart, Build with Ferguson Master, Simplisafe, Yieldstreet and National University.


        Show more

        


        Show less",Entry level
Patterned Learning AI,Data Engineer (Entry Level ),"REMOTE (US/Canada Residing people only, with work permit)Patterned Learning – Data Engineer (Entry Level ) , FULL-TIME, Salary $100K - $130K a year.About us: The Future of AI is Patterned, a stealth-mode technology startup. Top investors include Sequoia and Anderson Horowitz, founders from Google, DeepMind, and NASA and we’re hiring for almost everything!About The JobRequired Skills and Experience:Experience in writing cloud-based softwareExpertise with AWS data processing products (Kinesis, S3, Lambda, etc.) or comparable (Redis, Kafka, Google DataFlow, etc.)Strong knowledge of relational DBs (Postgres, Snowflake, etc.) including SQL, data modeling, query tuning, etc.Experience delivering software products built using PythonExperience using professional software development practices, including: Agile processes, CI/CD, etc)Familiarity with distributed data processing frameworks (AWS Glue, Spark, Apache Beam, etc.)Familiarity with modern data analysis, dashboarding and machine learning tools (DBT, Fivetran, Looker, SageMaker, etc.)Special Benefits You Will LoveFlexible vacation, paid holidays, and paid sick days401(k) with up to 2% employer match (no match)Health, vision, and dental insurance.Schedule: 8 hour shift, Monday to Friday , Time: Flexible, Job Type: Full-time
      

        Show more

        


        Show less",Entry level
Enlitic,Machine Learning Engineer Intern,"Position Responsibilities Work side-by-side with Data Engineers and Data Scientists to bring data and machine learning projects from prototype to production.Design and develop testing and integration tools with coding standards and software development best practices built-in. Test code, setup CI/CD pipeline and automation tools for DE and DS projects.Optimize machine learning model training processes.Develop and standardize logging and bench marking tools for machine learning workflow to improve traceability and visibility, drive insights and improve performance.Prepare release notes and configuration instructions, work with backend engineers to productionize the model release candidates.Participate in code reviews and design reviews.Requirements Location Remote or Fort Collins, Northern Colorado Area preferredExperienceProficient in Python.Expertise with ML pipelines and algorithms. Familiarity with MLFlow, DVC is a plus.Experience implementing and deploying ML models.Knowledge of professional software development best practices including coding standards, code reviews, source control management, build processes, testing, and operations.Experience with AWS. Familiarity with Sagemaker is a plus.Experience with DevOps tools such as Terraform.Experience with virtual environments and docker. ISO/QMS Requirements Understand and practice all requirements of EN ISO 13485:2016, ISO 13485:2016 MDSAP including 21 CFR 820, QMS Manual, Process Flows and Work Instructions. Experience with EN ISO 62304:2006 a plus.Comply with applicable regulatory requirements (including but not limited to MDSAP participating countries and CE Marking).Support Internal and External audits.BenefitsOur people love working here because they are challenged by unique and difficult problems in a nimble startup environment that is backed by five plus years of success in performance.


        Show more

        


        Show less",Entry level
