company,job-title,job-description,level
Applied Intuition,Software Engineer - New Grad,"About AppliedAutonomy is one of the leading technological advances of this century that will come to impact our lives. The work you'll do at Applied will meaningfully accelerate the efforts of the top autonomy teams in the world. At Applied, you will have a unique perspective on the development of cutting-edge technology while working with major players across the industry and the globe.Applied Intuition provides software solutions to safely develop, test, and deploy autonomous vehicles at scale. The company's suite of simulation, validation, and drive log management software enables development teams to create thousands of scenarios in minutes, run simulations at scale, and verify and validate algorithms for production deployment. Headquartered in Silicon Valley with offices in Los Angeles, Detroit, Washington, D.C., Munich, Stockholm, Seoul, and Tokyo, Applied consists of software, robotics, and automotive experts with experiences from top global companies. Leading autonomy programs and 17 of the top 20 global OEMs use Applied's solutions to bring autonomy to market faster.About The RoleWe are looking for bright engineers interested in designing elegant solutions to difficult problems in the autonomy space. Our software engineers work across our suite of products, tackling a variety of full-stack, infrastructure, robotics, and graphics challenges. At Applied, we encourage engineers to take ownership over technical and product decisions, closely interact with users to collect feedback, and contribute to a thoughtful, dynamic team culture.At Applied you will:Work across our entire stack to develop new products, features, and tools for our customers' autonomy development workflowsHave an unparalleled opportunity to work with domain experts across a variety of fields: infrastructure, robotics, and graphics engineers, as well as startup veteransCarve out your own area of expertise and influence product decisionsCollaborate with other members in the autonomy ecosystem and learn about different approaches to solving core issues in autonomyWe're looking for someone who:Is a self-starter and can quickly become comfortable with new technical toolsDesigns efficient and effective solutions to a wide range of engineering challengesTakes initiative in a fast-paced environmentNice to have:Working knowledge of frontend, API layer, database ORM, containerization, or cluster orchestration frameworks (such as React, GraphQL, SQLAlchemy, Docker, or Kubernetes)Experience working with simulation tools, modeling physical problems, or using robotics middleware (such as ROS)Don't meet every single requirement? If you're excited about this role but your past experience doesn't align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.Applicants will be required to be fully vaccinated against COVID-19 upon commencing employment. Reasonable accommodations will be considered on a case-by-case basis for exemptions to this requirement in accordance with applicable federal and state law. Applicants should be aware that for external-facing roles that involve close contact with Company employees or other third parties on the Company's premises, accommodations that involve remaining unvaccinated against COVID-19 may not be deemed reasonable. The Company will engage in the interactive process on an individualized basis taking into account the particular position.


        Show more

        


        Show less",Entry level
Mujin,Computer Vision Engineer (USA),"Mujin's new US office is expanding rapidly, and to sustain that growth we're building a whole new branch of our world-class computer vision team.As a Computer Vision Engineer, you will be a part of the Mujin R&D team, focusing on the algorithmic design, development, and deployment of computer vision applications for high-speed recognition. You will work directly with and expand on the world’s first 3D vision system for factory automation and logistics solutions.You will work directly with global leaders in applied computer vision, solving the kind of problems that haven't even been asked on Stack Overflow yet -- let alone answered.ResponsibilitiesSolve cutting-edge scientific and technical challenges related to recognition and pose estimation of a very wide variety of objects in challenging scenariosAnalyze and evaluate state-of-the-art algorithms related to detection and pose estimation, from both academic and industrial research, and implement and enhance them in a production environmentDesign, develop and evaluate the performance of highly scalable and accurate real-time computer vision applications in Python and C/C++Perform detailed tests, carry out performance analysis on algorithms, and use continuous integration tools to finely enhance the rapidly deployed algorithmsMinimum RequirementsGraduating/graduated from Computer Science or relevant faculty with a BS, MSc or Ph.DBS or MS with computer vision experience, or Ph.D. in Computer Vision related topicsAbility to develop applications and tools in Python and/or C++Technical communication skills in English (reading and writing)Preferred Experience3D pose estimation of textured and texture-less objects in cluttered scenesExtensive Python and C++ development experienceBroad experience with computer vision librariesMathematical backgroundPrevious contributions to open source projectsIt would be amazing if you have experience in: object tracking, SLAM, computer graphics, augmented reality, machine learning, or robotics projectsAbout The RoleYou'll work directly with researchers from the world’s top-tier universities and labs in robotics, computer vision, and image and signal processing. The team includes Ph. D. and MSc grads from Carnegie Mellon, Stanford, and more. Mujin has the most active real-world deployments of industrial computer vision systems. That means you won't be working in a vacuum--you'll have access to the largest set of customer feedback data in this industry globallyOur computer vision algorithms are robust enough to run on 24/7 systems, handling thousands of items per customer, for diverse customers and applications. The challenges of enlarging its capabilities toward more autonomy, scalability, and diversity of applications mean you will never stop learning at MujinWe're a well-established startup entering a global scale-up phase. That means we have enough structure so you can focus on computer vision, but not so much structure that you can't spread your wings. Come grow with us!If you would like to apply real-time computer vision algorithms to robotics and join the industrial automation revolution, this role is for you!Check out our blog for more information about Mujin's work culture! You can meet our dual-Ph. D. Computer Vision team manager, Jeronimo, here.
      

        Show more

        


        Show less",Not Applicable
,,,
Wayve,Machine Learning Engineer,"WHO ARE WE?Our team is the first in the world to use autonomous vehicles on public roads using end-to-end deep learning, computer vision and reinforcement learning. Leveraging our multi-national world-class research team we're focusing on using less data to learn more intelligent algorithms to bring autonomy for everyone, everywhere. We aim to be the future of self-driving cars, not vehicles that are told how to drive through hand-coded rules and maps, but ones which learn from experience and data.WHERE YOU'LL HAVE AN IMPACTWe're looking for bold, talented and creative people to join our journey in developing next-generation autonomous vehicles. We're a growing start-up, building our first cohort of engineers and you can be at the heart of this!We are looking for ML Engineers to help productionize an end-to-end self driving neural network for autonomous driving. You'll be working closely with Platform and Research teams to integrate, test and scale ML features for production. Productionizing and scaling our ML models by working across Data, Validation, Platform and Research is a core component of this role and why we need you!What You'll Bring To WayveExperience in shipping ML features and in applied researchPassion to take research ideas to productionGood grasp of machine learning literatureExperience in working in platform teams and working with research teamsGood insight into the training, validation, testing and metrics for deep learning features/modelsAbility to write high quality, well-structured and tested Python codeSolid experience working with concurrent, parallel and distributed computingComfortable working with and visualising huge data setsKnowledge of computing fundamentals - what makes code fast, secure and reliableBS or MS in Machine Learning, Computer Science, Engineering, or a related technical discipline or equivalent experienceWhat We Offer YouAttractive compensation with salary and equityImmersion in a team of world-class researchers, engineers and entrepreneursA unique position to shape the future of autonomous driving and to tackle the biggest challenge of our timeBespoke learning and development opportunitiesRelocation support with visa sponsorshipFlexible working hours - we trust you to do your job well, at times that suit you and your teamPrivate on-site chef, in-house bar, lots of socials, and more!Wayve is built by people from all walks of life. We believe that it is our differences that make us stronger, and our unique perspectives and backgrounds that allow us to build something different. We are proud to be an equal opportunities workplace, where we don't just embrace diversity but nurture it - so that we all thrive and grow.


        Show more

        


        Show less",Entry level
Hayden AI,Machine Learning Engineer,"Welcome to Hayden AI, where the future is ours to make. From bus lane and bus stop enforcement to digital twin modeling and more, our clients use our mobile perception system to speed up transit, make streets safer, and create a more sustainable future.Led by experts in AI, computer vision, data science, transportation, and government technology, Hayden AI is pioneering real world problem solving powered by AI and machine learning.Our mobile perception platform is currently utilized by New York City's MTA for automated bus lane enforcement. We recently raised $20 million in Series A funding and have been featured in Bloomberg CityLab, Forbes, Smart Cities Dive, and Politico.Come join us, and help us build a vision-based data platform for smart enforcement and smart cities with our six core values in mind:Customer FocusPassionCollaborationEmpowermentTransparencyIntegrityMachine Learning EngineerSummary Of ResponsibilitiesThis role will work with the data generated from perception algorithms to create insights and fine tune our perception system. You will access databases to create local datasets. Analyze the data to understand the performance and problems with the current solutions Develop custom data models and algorithms to apply to improve our decision making pipelines. Coordinate with different functional teams (cloud /device) to implement models and monitor outcomes. Present findings to the company so that insights can be acted on across the company to improve performanceUse data visualization tools to present findings in easy to understand ways to make improvements to the current system. Summary of Qualifications:Strong data science and traditional ML skills (SVM, Random Forest etc.)Strong problem solving skills with an emphasis on product development. Self led and excited to dig into the data to find issues and insights. Python, Pandas (C++ or Go experience is a bonus). Understanding of computer vision and deep learning. SQL/Database access experience. Experience working with geospatial data is a plus. Compensation89,000-200,000 Base Salary Considerable equity package Extensive wide ranging health benefits Company wide bonus program401k with match programThere are endless learning and development opportunities from a highly diverse and talented peer group, including experts in a wide range of fields (AI, Computer Vision, Government Contracting, Systems & Device Engineering, Operations, Communications, and more)!Just a few of our perks include:Options for 100% company paid medical, dental, and vision coverage for employees and dependents (for US employees)Flexible Spending Account (FSA) and Dependent Care Flexible Spending Account (DCFSA)Life, AD&D, Short and Long Term Disability InsuranceAflac Critical Illness, Accident Insurance & Hospital Indemnity InsuranceMetLife Legal Plan(s) & Pet InsuranceFarmers GroupSelect Auto & Home Insurance401(k) with 3% company matchingProfessional development reimbursementWellness stipendsUnlimited PTORemote work opportunitiesHome office & technology reimbursementDaily catered lunches in our Oakland officeHayden AI is committed to creating a diverse and inclusive environment that fosters learning from each other. We celebrate people of diverse backgrounds, experiences, abilities, and perspectives. We are an equal opportunity employer and are committed to providing a work environment free of harassment and discrimination. Hayden AI is also committed to working with and providing reasonable accommodations to individuals with disabilities. Please let your recruiter know if you need an accommodation at any point during the interview process.To all recruitment agencies: Hayden AI does not accept agency resumes. Please do not forward resumes to our jobs alias, Hayden AI employees or any other company location. Hayden AI is not responsible for any fees related to unsolicited resumes.Privacy Policy
      

        Show more

        


        Show less",Entry level
Lightmatter,Machine Learning Research Engineer,"The AI age is upon us and high performance computing is the underlying platform powering everything from Large Language Models (LLM) to Image synthesis from text. However, with the demise of Moore’s law and Dennard scaling we are at an inflection point. At Lightmatter, we are leading the transition of computing from traditional electronic transistors to photonic technologies which can operate at mind blowing efficiency and throughput.In this role, you will support all the activities of the ML team as it guides the development of a new class of computing infrastructure. This includes fine tuning LLMs, enablement of new models on custom architectures, evaluating the performance of models at scale, developing abstract models of the hardware for evaluating accuracy and throughput and help co-design novel hardware in a new paradigm of computing. Working in a small team of highly talented engineers, you will be able to move fast and develop well architected solutions.If you are passionate about advanced AI technology and would like to develop scalable algorithms, hardware and ML techniques, join us!ResponsibilitiesDevelop software for evaluating accuracy and throughput of models on a custom hardware.Develop performance models for a novel class of hardware.Develop scalable algorithms for large scale inference and trainingTrain LLMs and other models on a large cluster of GPUs.Support ML researchers as they explore accuracy on a wide variety of models on custom hardware.Publish and present new research at premier ML/CS conferences.RequirementsMS in Computer Science or related fields; PhD strongly preferredMinimum of 8 years of related experience with a Bachelor’s degree; or 6 years and a Master’s degreeExperience with developing and shipping ML/HPC software Understanding of deep learning, parallel computing, compilers and/or hardware architecture.Experience with developing and modifying machine learning models for scalability.Experience or understanding of low precision training and inference.Technical expertiseExperience with scalable frameworks such as MPI, PyTorch distributed, CUDA, and NCCL.Highly proficient in deep learning programming languages and frameworks, e.g. Python, C++, CUDA, Tensorflow, PyTorch, JAX.Experience with practical problem solving with innovative algorithmic solutions.Preferred QualificationsUnderstanding of advanced techniques used in parallel computing, deep learning and HPC.Ability to model complex workloads on different architecture proposals.Understanding of parallel computing architectures.Experience contributing first hand to important software or ML algorithms deployed in the industry.You are enthusiastic about new technologies, algorithms, and mathematics.BenefitsComprehensive Health Care Plan (Medical, Dental & Vision)401k matchingLife Insurance (Basic, Voluntary & AD&D)Generous Time Off (Vacation, Sick & Public Holidays)Paid Family LeaveShort Term & Long Term DisabilityTraining & DevelopmentFlexible, hybrid workplace modelStock Option PlanBase Compensation Range: $200,000 to $230,000. In accordance with the Colorado, California and New York law, the range provided is Lightmatter's reasonable estimate of the compensation for this role. Actual pay will be based on several factors including work experience, location and education.Lightmatter recruits, employs, trains, compensates and promotes regardless of race, religion, color, national origin, sex, disability, age, veteran status, and other protected status as required by applicable law.
      

        Show more

        


        Show less",Mid-Senior level
Tech Firefly,Machine Learning Engineer,"Tech Firefly is teaming up with a national financial services company to hire a Machine Learning Engineer. If you have experience building out Machine Learning projects as an engineer, please apply today.This position will require you to work on-site in Austin, TXLong Term Contract PositionPay: $60/hour on W2Requirements Bachelor of Science in Computer Science or a related field Proven experience building out ML projects as a Machine Learning Engineer or similar role Understanding of data structures, data modeling and software architecture Deep knowledge of math, probability, statistics and algorithms Ability to write robust code in Python, Java or R Experience with machine learning frameworks and libraries such as Tensorflow, Pandas, NumPy, Matplotlib or similar Working knowledge of Agile, Iterative development process is essential Preferred Experience in NLU/NLP or large language models Experience working in GCP or AWS clouds Demonstrated ability to work well under pressure in a fast-paced environment Exposure to a regulatory environment (like Banking & Finance or Health care etc.) domain is a plus Hands on experience with DevOps and Continuous Integration tools (Jenkins/Bamboo/GIT etc.) is preferredBenefitsSick DaysFree Life InsuranceMedical Insurance Options
      

        Show more

        


        Show less",Mid-Senior level
soona,senior machine learning engineer - Hybrid or Remote,"about the senior machine learning engineer role:soona is looking for a senior. machine learning engineer who will assume the primary responsibility of embedding our various machine learning models related to decision science, computer vision, and logistics optimization into robust production systems accessed by our internal stakeholders and external customers alike. you will work closely with our data scientists and engineers to build and maintain these products and services. to be successful in this role, you will understand the general methods of training machine learning models, how to serialize and deploy those models, and how to leverage the necessary architecture (e.g. Kubernetes and GPUs) to make model inference performant for the consumers’ needs.this is a full time position that will report directly to the senior director of data science.about soona:soona makes it possible for brands to create professional photo and video starting at $39. our studios give customers a playground for creating their content and our online platform makes it possible for any product company in the world to experience a remote shoot. we are creating a fast casual content revolution!soona is currently supporting a US remote work environment for this role with opportunity for a flex hybrid work environment within our operating cities--Denver and Minneapolis, if that’s your thing.about tech at soona:at soona, we’re focused on building a world-class engineering and data organization. we’re developing a highly-scalable platform for real-time customer engagement with our studio creatives and technology that optimizes the content they create. our typical engineering and data projects blend SaaS with e-commerce, providing opportunities to work on everything from app engineering and cloud/server architecture to computer vision and logistics/routing optimization. our tech stack consists primarily of ruby on rails, javascript vue, and python. we pride ourselves on our culture of innovation, community engagement, technical mentorship, and caring for the individual.our hiring philosophy:at soona, we look for representation across all intersectionalities of identities, specifically within underrepresented groups. it is these differences that push us towards innovation, curiosity, and success in our business. we believe in providing equal employment opportunities without regard to race, color, religion, age, sex, national origin, disability status, protected veteran status, genetics, sexual orientation, gender identity or expression, or any other characteristic protected by laws or regulations in the locations we operate. this means that timelines of processes may be impacted, depending on our applicant pools.Requirementsan ideal candidate can:deploy machine learning models into production services and environmentsbuild architecture required to efficiently operate our data science services (including computer vision, analytics, and optimization systems)create and maintain telemetry/observability systems to monitor app performancethink for themselves and discover new and insightful ways to solve difficult problemsdeliver quality code in an agile framework that ships to a production environmentcommunicate with data and engineering teams as well as business stakeholdershas experience in:effectively communicating and coding in a remote work environmentpython – the core language of the data organizationdata science, data engineering, or backend engineering, specifically in building data science products and services in a production environmentaws or equivalent cloud environmentleveraging GPUs/CUDA vis-à-vis pytorch (or similar)kubernetes, docker, flask/fastAPI (or similar)infrastructure-as-code tooling like terraform (preferred)designing and building machine learning models (preferred)sql, dbt – our data layer platform (preferred)looker, segment, airbyte (preferred)working in a startup environment (preferred)Benefitswe can offer:starting salary: $170,000 - $200,000stock options in a booming startupbenefits & perks + unlimited pto + intentional culturereally badass headshots


        Show more

        


        Show less",Mid-Senior level
Path Robotics,Computer Vision Engineer,"Build the Path ForwardAt Path Robotics, we're attacking a trillion dollar opportunity - doing things that have never been done before to support an industry hurting from a lack of skilled labor. Big, hard problems are what Path tackles every day and our people are our greatest asset to get that job done. Our intelligent, hardworking team of people do the impossible every single day, yet remain incredibly kind, humble, and always ready to support one another.Our Computer Vision Engineers work to develop, evaluate, and release computer vision algorithms into production software. The role will focus on object recognition, localization, and adaptive filtering. You will report to the CV Team Lead and will join a team of dedicated, supportive, and enthusiastic people to help create the future of manufacturing. Come solve the hardest problems with the best team on the planet!What You'll DoDevelop and implement methods to quickly and accurately localize highly occluded objectsTest and evaluate current state-of-the-art methods used for scene segmentationWork towards learning based approaches requiring less data3D Point cloud matching and manipulation Stay abreast of new research and novel findings in the fields of computer vision and machine learningPartner with our other engineering teams in artificial intelligence, robotics, and software engineeringWho You AreYou have a PhD or MS in computer vision, deep learning, or something strongly relatedYou have 5+ years of research experience in developing novel computer vision algorithms or similar methods based on deep learning in such topics as image recognition, image segmentation, stereo pixel matching, geometric deep learning, object recognition using 3D spatial data. You have a solid understanding of 3D reconstruction and meshingYou have 2+ publications in computer vision fieldYou are proficient in Python and C/C++You have hands-on experience in computer vision and deep learning frameworks such as OpenCV, Tensorflow, and PytorchYou are comfortable with Git and Linux You are familiar with parallel computing, such as GPU/CUDA programmingYou are familiar with structure from motion and visual odometryYou are familiar with Kalman filter and particle filterYou are excited by the opportunity to be a part of a venture-backed company early on, where your work will have an immediate and direct impactYou are passionate about what you do and enjoy working in a collaborative environmentWho We AreAt Path Robotics we love coming to work to solve interesting and tough challenges but also because our ideas are welcomed and valued. We encourage unique thinking and are dedicated to creating a diverse and inclusive environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.To continue to keep our team safe as we navigate the pandemic, we are requiring all in office staff to submit and validate their vaccination status. Why You'll Love It HereFree lunch every dayFlexible PTOMedical, Dental and Vision insurance 6 weeks 100% paid parental leave plus an additional 6-8 weeks maternity leave for the birthing parent (12-14 weeks total)401K through EmpowerPaid Referral BonusJob Type: Full-time
      

        Show more

        


        Show less",Entry level
Neural Magic,Machine Learning Engineer,"Neural Magic is an early-stage AI software company democratizing high performance for deep learning models. Our goal is to reduce the cost and increase the performance of end-users deploying deep learning applications. Based on decades of research at MIT, Neural Magic has developed a software platform that allows developers to sparsify deep learning models to minimize footprint and run on CPUs at GPU speeds. Please look through our website and GitHub repos to get a feel of what we are about.Founded by an award-winning team of computer scientists and researchers out of MIT, we are a venture-backed company headquartered in Davis Square, Somerville, MA. Our investors include Amdocs, Andreessen Horowitz, Comcast Ventures, NEA, and Pillar VC.We are seeking a machine learning engineer to work closely with our product and research teams to develop SOTA deep learning software. This person will work closely with our technical and research teams to develop training and deployment pipelines, implement model compression algorithms, and productize deep learning research. If you are someone who wants to contribute to solving challenging technical problems at the forefront of deep learning, this is the role for you!ResponsibilitiesUse your understanding of machine learning to tackle meaningful technical problemsCollaborate with research and product development teams to build machine learning productsPrototype and implement appropriate ML algorithms, tools, and pipelinesCreate and manage training and deployment pipelinesCollaborate with a cross-functional team about market requirements and best practicesKeep abreast of developments in the fieldRequirementsProven experience as a machine learning engineer or similar roleSolid knowledge of machine learning and deep learning fundamentals with experience in one or more of computer vision, NLP, speech, reinforcement learning, generative models, etcKnowledge of common ML frameworks (like PyTorch or Keras) and libraries (like NumPy and scikit-learn)Strong programming skills with proven experience implementing Python-based machine learning solutionsAbility to interpret and implement research ideas and algorithmsCreative, collaborative, and innovation-focusedStrong sense of project ownership and personal responsibilityBachelor's in Computer Science, Mathematics or similar fieldBenefitsHealth Care Plan (Medical, Dental & Vision)Retirement Plan (401k, IRA)Paid Time Off (Vacation, Sick & Public Holidays)Family Leave (Maternity, Paternity)Short Term & Long Term DisabilityTraining & DevelopmentWork From HomeFree Food & SnacksWellness ResourcesStock Option PlanWe are an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.
      

        Show more

        


        Show less",Associate
UCLA Health,Junior Software Engineer -  Jonsson Cancer Center,"DescriptionThe newly formed Cancer Data Sciences group at the UCLA David Geffen School of Medicine and UCLA Jonsson Comprehensive Cancer Center is seeking a programmer/analyst with research and development experience. This position will be working with a broad team of Data Scientists, developing new quantitative strategies to improve our understanding and ability to treat cancer. Our team is passionate about applying their knowledge of software-development and design to improve scientific research. We develop scalable and distributed software solutions that maximize utilization of both local high-performance computer infrastructure and a growing set of cloud-based assets. Our datasets comprise hundreds of terrabytes, and are growing rapidly, creating fascinating problems in storage, access, parallelization, distributability, optimization, containerization and core algorithm design. This requires a strong background in computer science, providing a platform for technical leadership, but linked to strong personal communication and leadership skills, to help ensure insights are broadly adopted. The successful candidate will be helping us perform research that will transform the lives of cancer patients. Your responsibilities will be to use your design, analysis and programming skills to create Data Science software, optimize existing code and improve its quality and improve distributability boost productivity of the entire team. You may have experience in data-intensive software-development or research, or you may be experienced with software-engineering in an enterprise environment. You will help drive professional-level design and development practices throughout the entire team, and serve as a local point of expertise for workflow optimization and containerization. You will be rewsponsible for one major and several minor projects at any point in time. We are in a rapid growth-phase, and the successful candidate will be involved in hiring of new team members. Beyond your strong inter-personal skills and computer science background, you will have experience with either systems software, databases or algorithms, linked to implementation skills at least one of C++, R, Perl or Python. You will be comfortable in UNIX/Linux environments and using continuous integration and CASE tools. Salary Range: $5525-$10925 Monthly
      

        Show more

        


        Show less",Entry level
AIM Intelligent Machines,Computer Vision / ML Engineer,"Computer Vision / ML Engineer (All Levels)AIM is a well-funded, mission oriented startup focused on radically scaling our civilization’s capabilities to build planetary-scale infrastructure and reverse negative effects of climate change. ( https://aim.vision )We are growing the team with motivated individuals with a passion for landing great products built with a strong engineering culture. If you find massive robots making a positive impact in the real world tantalizing, get in touch! ( https://www.aim.engineer )AIM has been built by a team of engineers, scientists, and serial entrepreneurs who previously led development of ML systems at Google, Waymo, Tesla, Apple, Google[x], Quora, Facebook and Microsoft, and are backed by General Catalyst, Human Capital, Elad Gil, Qasar Younis, Ironspring Ventures, DCVC, among other great allies.Responsibilities:Advance AIM’s perception stack and sensor fusion algorithmsThis involves breaking new ground as earth moving machines don’t merely navigate on existing mapped roads – they modify and build the environment as they work which poses interesting novel challengesResearch and development of state-of-the-art machine learning methodsComfortable with hands-on applications on machines deployed in the fieldQualifications: Proven track record of deployed ML-based perception systems, ideally on autonomous vehiclesExcellent grasp of machine perception methods and concepts, involving 2D and depth sensingExperience shipping production modelsSolid mathematical foundation of machine learningExcellent software development skills in pythonProficiency in Tensorflow and PyTorchCreativity and curiosity for solving complex problemsIdeal candidate will have expertise in reinforcement learning, and robotics, and C++What we offer:Opportunity for rapid growth and have a large voice on the direction of the companyMedical, dental, vision, 401k matching & life insuranceA position with AIM is a hybrid remote and onsite flexible expectation with a strong preference for onsiteOpportunity to travel to deployment sites around the world (US, Australia & more!)AIM is an Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status.AIM Intelligent Machine's General Privacy Policy: https://aim.vision/privacy/index.html


        Show more

        


        Show less",Not Applicable
"Koh Young Technology, Inc.",Computer Vision Engineer,"Job Functions: To research and develop scalable computer vision and machine learning solutions to a hard problem To investigate and solve exciting and difficult challenges of the real-world problems in image recognition/classification, object detection/recognition, 3D reconstruction and deep learning To design, implement, and deploy full-stack computer vision and machine learning solutionsDetailed Job Descriptions: Deep Learning Network Training and Deployment to wide range of CV application Image Enhancement Ghost removal / De-blurring / Contrast Enhancement Color Image Processing Denoising / Image Domain Transformation / Smoothing & Sharpening Segmentation Semantic Segmentation / Instance Segmentation Various Region Detection on Images Saliency / Anomaly Shape matching / Blob from multi-modal data / Model Fitting Classification Small Data driven / Big Data driven 3D / Depth image processing development Transformations / Denoising (Artifact, …) / Reconstruction / Ensemble Stereo Vision Camera Calibration / Depth EstimationEducation and ExperienceRequired: Master’s degree in Computer Science or Electrical Engineering plus 2 or more years of relevant experiencePreferred #1: Master's degree in Computer Science or Electrical Engineering plus 5 or more years of relevant experiencePreferred #2: Doctorate in Computer Science or Electrical Engineering plus 3 or more years of relevant experienceTechnical Requirements (At least, one of the below is required.)Experience to Research and Develop to Classical Computer Vision AlgorithmExperience to Research and Develop Machine LearningExperience to C++ implementation of Computer VisionSkills to programming language (At least, one of the below is required.)C++ / Python / CUDASalary rangefrom $112,066[채용 관련 개인정보 처리방침] 개인정보처리방침


        Show more

        


        Show less",Not Applicable
Neural Magic,Machine Learning Research Engineer,"Neural Magic is an early-stage AI software company democratizing high performance for deep learning models. Our goal is to reduce the cost and increase the performance of end-users deploying deep learning applications. Based on decades of research at MIT, Neural Magic has developed a software platform that allows developers to sparsify deep learning models to minimize footprint and run on CPUs at GPU speeds. Please look through our website and GitHub repos to get a feel of what we are about.Founded by an award-winning team of computer scientists and researchers out of MIT, we are a venture-backed company headquartered in Davis Square, Somerville, MA. Our investors include Amdocs, Andreessen Horowitz, Comcast Ventures, NEA, and Pillar VC.We are seeking a machine learning research engineer to work closely with our research team implementing deep learning research and using model compression techniques. This person identify, report on, and create new algorithms and models within the deep learning field. If you are someone who wants to contribute to solving challenging technical problems at the forefront of deep learning, this is the role for you!ResponsibilitiesUse your understanding of machine learning to tackle meaningful technical problemsCollaborate with research and product development teams to transform research ideas into product solutionsResearch and implement appropriate ML algorithms and toolsRun machine learning tests and experiments while optimizing hyperparametersPerform statistical analysis and fine-tuning using test resultsKeep abreast of developments in the fieldRequirementsProven experience as a machine learning researcher, engineer, or similar roleSolid knowledge of machine learning and deep learning fundamentals with experience in one or more of computer vision, NLP, speech, reinforcement learning, generative models, etcKnowledge of common ML frameworks (like PyTorch or Keras) and libraries (like NumPy and scikit-learn)Strong programming skills with proven experience implementing Python-based machine learning solutionsAbility to interpret and implement research ideas and algorithmsCreative, collaborative, and innovation-focusedStrong sense of project ownership and personal responsibilityMaster's in Computer Science, Mathematics or similar fieldBenefitsHealth Care Plan (Medical, Dental & Vision)Retirement Plan (401k, IRA)Paid Time Off (Vacation, Sick & Public Holidays)Family Leave (Maternity, Paternity)Short Term & Long Term DisabilityTraining & DevelopmentWork From HomeFree Food & SnacksWellness ResourcesStock Option PlanWe are an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.
      

        Show more

        


        Show less",Mid-Senior level
ViaTouch Media,Computer Vision Engineer,"We are looking for an immediate hire for a computer vision engineer. Must be comfortable working on fast-paced environment and exhibit ability to balance a sense of urgency moving from R&D to deployment. You will be actively involved on one or more of these areas:Explore new vision algorithms/strategies for proof of concept assessment using vision development environmentHelp to develop more tools to enhance the capability of existing automated vision software test frameworkHelp conceive proof-of-concept prototypes that establish overall system performance You have...Bachelor's degree in Computer Science/Electrical Engineering. Master's/PhD is a plusAt-least 1+ experience in building production computer vision and imaging algorithms for image processingExpertise in at least one area of computer vision, machine learning, and computer graphics (e.g. object detection, tracking, segmentation, AR/VR, image and video processing, 3D geometry, multi- view geometry, simulation, graphics rendering)Must have strong fundamentals in computer vision concepts like intrinsic and extrinsic calibrations, homogeneous coordinates, projection matrices, and epipolar geometry. Strong coding skills in Python or C/C++Total comfort working in a Linux environmentsYou have extensive experience in OpenCV or other computer vision libraries. Preferred:Track record of publishing in top-tier computer vision or machine learning conferences or/and journals. Prior industrial experience in retail environment. Exposure to CUDA or OpenCL is preferred


        Show more

        


        Show less",Entry level
,,,
,,,
BioMap,Machine Learning Engineer/Scientist -- Protein Design,"BioMap is a platform company that integrates AI technology with cutting-edge biotechnology. We are committed to achieving breakthroughs in target discovery and drug design, and bringing global first-in-class medicine for unmet medical needs in the areas of immune-oncology, autoimmune diseases, fibrosis, and aging-related diseases.Location: Menlo Park. This role is preferably based in The Bay Area, but we are open to discussing other locations in the United States.Keywords: drug/protein design, structural biology, computational biology, protein folding, protein design, protein-ligand interactionYou will:Utilize bioinformatics tools into drug/protein design workflow and develop computing protocols for drug/ protein design Transforming research work research, open-source models, and prototypes into production-level pipelineDesign and apply innovative computational/ statistical algorithms (including classic, statistical, ML, and AI techniques) to generate actionable biological insightWork closely with the department lead to design and optimize protein design-related algorithms Requirements:PhD degree with research experience in bioinformatics, protein folding, protein design, protein-ligand integration is highly preferred; Or MS degree in computational biology, structural biology, or related fields, plus 2+ years of industry experienceProficient in at least one programming language, including but not limited to Python, C/C++, Java, etc. Familiar with machine learning and deep learning frameworks (e.g. Pytorch, Tensorflow, etc.)Familiar with Alphatfold, ESMfold, RFdesign, and ProteinMPNNGreat communication skills, including code documentation, oral presentation, with excellent attention to details What we offer:The opportunity to work on high-impact tools and products that are immediately deployed to accelerate the discovery of new medicinesA strong team in AI, software, and biochemistryCompetitive salary and equity401(k) plan with generous employer matching for contributionsExcellent medical, dental, and vision coverageDaily lunch and a full snack stationCommuter benefitsBioMap is an equal opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
      

        Show more

        


        Show less",Entry level
