company,job-title,job-description,level
Yakoa,Data Engineer,"We're looking for a forward-thinking, structured problem solver, and technical specialist passionate about building systems at scale. You will be among the first to tap into massive blockchain datasets, to construct data infrastructure that makes possible analytics, data science, machine learning, and AI workloads.As the data domain specialist, you will partner with a cross-functional team of product engineers, analytics specialists, and machine learning engineers to unify data infrastructure across Yakoa's product suite. Requirements may be vague, but the iterations will be rapid, and you must take thoughtful and calculated risks. Your work will take place at the interface of the AI, blockchain, and intellectual property domains, so you must be a quick learner with a thirst for many types of knowledge.ResponsibilitiesDesign, build, test, and maintain scalable data pipelines and microservices sourcing both first-party and third-party datasets and deploying distributed (cloud) structures and other applicable storage forms such as vector databases and relational databases.Index multiple blockchain data standards into responsive data environments, and tune those environments to power real-time query infrastructure.Design and optimize data storage schemas to make terabytes of data readily accessible to our API.Build utilities, user-defined functions, libraries, and frameworks to better enable data flow patterns.Utilize and advance continuous integration and deployment frameworks.Research, evaluate and utilize new technologies/tools/frameworks centered around high-volume data processing.Mentor other engineers while serving as technical lead, contributing to and directing the execution of complex projects.Requirements4+ years working as a data engineer.Proficient in database schema design, and analytical and operational data modeling.Proven experience working with large datasets and big data ecosystems for computing (spark, Kafka, Hive, or similar), orchestration tools (dagster, airflow, oozie, luigi), and storage(S3, Hadoop, DBFS).Experience with modern databases (PostgreSQL, Redshift, Dynamo DB, Mongo DB, or similar).Proficient in one or more programming languages such as Python, Java, Scala, etc., and rock-solid SQL skills.Experience building CI/CD pipelines with services like Bitbucket Pipelines or GitHub Actions.Proven analytical, communication, and organizational skills and the ability to prioritize multiple tasks at a given time.An open mind to try solutions that may seem astonishing at first.An MS in Computer Science or equivalent experience.Exceptional candidates also have:Experience with Web3 tooling.Experience with artificial intelligence, machine learning, and other big data techniques.B2B software design experience.No crypto or Web3 experience? No problem! We’ll help coach you and cover any costs for educational materials for your growth.BenefitsUnlimited PTO. Competitive compensation packages. Remote friendly & flexible hours. Wellness packages for mental and physical health.


        Show more

        


        Show less",Mid-Senior level
"Verticalmove, Inc",Data Engineer,"We are currently hiring a Senior Data Platform Engineer to help grow our company and ensure our mission is achieved!This role is a work from home position and can be performed remotely anywhere in the continental US or in one of our corporate locations in Utah or Arizona.WE ARE: Our Data Platforms embodies the modernity and transformational vision that is core to our business evolution. As passionate and hungry technical experts, we progress through technology. We take pride in our engineering, daily progress, and bringing others along as we improve. We experiment, fail fast, and drive to delivery.YOU ARE: A self-starter mindset to proactively take ownership and execute work without daily oversight and excited to develop your data administration & data DevOps skills. We have a great team of engineers building next-generation data platforms. You are motivated by challenges and thrive with continuous innovation.YOUR DAY-TO-DAY:Coach and develop fellow team membersWorking in an agile-scrum development environmentWork with engineers and leaders to promote a shared vision of our data platform & architectureTrack operating metrics for our data platforms, driving improvements and making trade-offs among competing constraints. We use MS SQL Server, AWS RDS (Postgres, MariaDB) MongoDB, DynamoDB, Redis, Rabbit MQ, AWS managed messaging/eventing systems (Kafka, Kinesis, SQS, SNS) to name a few of our platformsBe a strategic player in designing enterprise-wide data infrastructureBuilds robust systems with an eye on the long-term maintenance and support of the applicationDiscover automation opportunities to replace manual processes using PowerShell, Terraform, Python etcBuild out frameworks for data administration /data deployment /monitoring where neededLeverage reusable code modules to solve problems across the team and organizationCreate and maintain automated pipelines to deploy changes via Octopus, CircleCI, Azure DevOps and JenkinsProactive and reactive performance analysis, monitoring, troubleshooting and resolution of escalated issuesParticipate in the team on-call rotationsYOU’LL BRING:Used multiple data platforms and can define which is optimal for a given scenario (such as document databases, RDBMS, caching, eventing, etc. On-prem or cloud)An engineering mindset when developing a solution using PowerShell / Python or SQL. In depth knowledge and use of tools such as dbatools and other modules is a plusUnderstand how to fully automate systems using infrastructure/configuration as code technologies (we use Terraform, CloudFormation, Ansible, SaltStack)Experience working with CI/CD pipeline and tools preferably Octopus, CircleCI, AzureDevOps and JenkinsProven ability to mentor and coach engineersThrive on a high level of autonomy and responsibility, while having the ability to dig into technical details to inform decisionsAdvanced Sql Server Knowledge and experience in performance analysis and tuning skills such as tracing and profiling and Dynamic Management Views and Functions (DMVs) and other third-party tools like SentryOne to ensure high levels of performance, availability, and securityKnowledge of database deployment using DACPAC via pipelinesExperience with enterprise features of SQL Server: AlwaysOn Availability Groups, clustering, Disaster RecoveryContribute to the management and reliability of database HA/DR processesYOU MIGHT ALSO HAVE:Ability to clearly articulate complex subjects to leadership and others not familiar with this spaceExperience with code-based data developmentA self-starter mindset to proactively take ownership and execute work without daily oversightExperience in AWS cloud-based solutionsWE OFFER: Competitive Compensation; Eligible for STI + LTIFull Health Benefits; Medical/Dental/Vision/Life Insurance + Paid Parental LeaveCompany Matched 401kPaid Time Off + Paid Holidays + Paid Volunteer HoursEmployee Resource Groups (Black Inclusion Group, Women in Leadership, PRIDE, Adelante)Employee Stock Purchase ProgramTuition ReimbursementCharitable Gift MatchingJob required equipment and services


        Show more

        


        Show less",Mid-Senior level
,,,
Zortech Solutions,Data Engineer-US,"Role: Data Engineer (ETL, Python)Location: Dallas, TX (Hybrid)Duration: 6+ MonthsResponsibilitiesJob DescriptionStrong Experience With ETL, Python And Data EngineerHybrid: 2 days office, 3 days remote and need only local candidatesWork with business stakeholders, Business Systems Analysts and Developers to ensure quality delivery of software.Interact with key business functions to confirm data quality policies and governed attributes.Follow quality management best practices and processes to bring consistency and completeness to integration service testingDesigning and managing the testing AWS environments of data workflows during development and deployment of data productsProvide assistance to the team in Test Estimation & Test PlanningDesign, development of Reports and dashboards.Analyzing and evaluating data sources, data volume, and business rules.Proficiency with SQL, familiarity with Python, Scala, Athena, EMR, Redshift and AWS.No SQL data and unstructured data experience.Extensive experience in programming tools like Map Reduce to HIVEQLExperience in data science platforms like Sage Maker/Machine Learning Studio/ H2O.Should be well versed with the Data flow and Test Strategy for Cloud/ On Prem ETL Testing.Interpret and analyses data from various source systems to support data integration and data reporting needs.Experience in testing Database Application to validate source to destination data movement and transformation.Work with team leads to prioritize business and information needs.Develop complex SQL scripts (Primarily Advanced SQL) for Cloud ETL and On prem.Develop and summarize Data Quality analysis and dashboards.Knowledge of Data modeling and Data warehousing concepts with emphasis on Cloud/ On Prem ETL.Execute testing of data analytic and data integration on time and within budget.Work with team leads to prioritize business and information needsTroubleshoot & determine best resolution for data issues and anomaliesExperience in Functional Testing, Regression Testing, System Testing, Integration Testing & End to End testing.Has deep understanding of data architecture & data modeling best practices and guidelines for different data and analytic platformsRequirementsExperienced in large-scale application development testing Cloud/ On Prem Data warehouse, Data Lake, Data scienceExperience with multi-year, large-scale projectsExpert technical skills with hands-on testing experience using SQL queries.Extensive experience with both data migration and data transformation testingExtensive experience DBMS like Oracle, Teradata, SQL Server, DB2, Redshift, Postgres and Sybase.Extensive testing Experience with SQL/Unix/Linux.Extensive experience testing Cloud/On Prem ETL (e.g. Abinito, Informatica, SSIS, DataStage, Alteryx, Glu)Extensive experience using Python scripting and AWS and Cloud Technologies.Extensive experience using Athena, EMR , Redshift and AWS and Cloud TechnologiesAPI/RESTAssured automation, building reusable frameworks, and good technical expertise/acumenJava/Java Script - Implement core Java, Integration, Core Java and API.Functional/UI/ Selenium - BDD/Cucumber, Specflow, Data Validation/Kafka, Big Data, also automation experience using Cypress.AWS/Cloud - Jenkins/ Gitlab/ EC2 machine, S3 and building Jenkins and CI/CD pipelines, SauceLabs.API/Rest API - Rest API and Micro Services using JSON, SoapUIExtensive experience in DevOps/Data Ops space.Strong experience in working with DevOps and build pipelines.Strong experience of AWS data services including Redshift, Glue, Kinesis, Kafka (MSK) and EMR/ Spark, Sage Maker etcExperience with technologies like Kubeflow, EKS, DockerExtensive experience using No SQL data and unstructured data experience like MongoDB, Cassandra, Redis, Zookeeper.Extensive experience in Map reduce using tools like Hadoop, Hive, Pig, Kafka, S4, Map R.Experience using Jenkins and GitlabExperience using both Waterfall and Agile methodologies.Experience in testing storage tools like S3, HDFSExperience with one or more industry-standard defect or Test Case management ToolsGreat communication skills (regularly interacts with cross functional team members)Good To HaveGood to have Java knowledgeKnowledge of integrating with Test Management ToolsKnowledge in Salesforce
      

        Show more

        


        Show less",Mid-Senior level
Nexus Staff Inc.,Data Engineer,"Our team relies on clean datasets accessible via the latest tools to answer questions that are often not simple or clear. You will be creating solutions that will help derive value from our rich datasets that will solve tough problems impacting consumers across geographies & industries (healthcare, retail/ consumer, telecom, industrial) driving technology transformation. At the core of our team, we believe data is best used to create transparency & generate communal value.  What You’ll Do: · Design, Build & ImplementDesign & build batch, event driven and real-time data pipelines using some of the latest technologies available on Microsoft Azure, Google Cloud Platform and AWSImplement large-scale data platforms to meet the analytical & operational needs across various organizationsBuild products & frameworks that can be re-used across different use-cases in increase efficiency in coding and agility in implementation of solutionsBuild streaming ingestion processes to efficiently read, process, analyze & publish data for real-time need of applications and data science modelsPerform analyses of large structured and unstructured data to solve multiple & complex business problemsInvestigate and prototype different task dependency frameworks to understand the most appropriate design for a given use case to assess & advise Understand business use cases to design engineering routines to affect the outcomesReview & assess data frameworks & technology platforms with the goal of suggesting & implementing improvements on the existing frameworks & platforms.Understand quality of data used in existing use cases to suggest process improvements & implement data quality routines   Who You Are : An Engineer interested in working in batch, event driven and streaming processing environments A tech-enthusiast excited to work with Cloud Based Technologies like GCP, Azure & AWSA data parser expert who gets excited about structuring and re-structuring datasets programmatically A doer who loves to produce meaningful analytic insights for an innovative, data-intensive productsAlways curious about analytics frameworks and you are well-versed in the advantages and limitations of various big data architectures and technologiesTechnologist who loves studying software platforms with an eye towards modernizing the architectureBeliever in transparency, communication, and teamworkLove to learn and not afraid to take ownershipNexus Staffing is committed to diversity, inclusion, and equal opportunity. We take affirmative steps to ensure that all programs and services are open to all Americans, free of discrimination based on protected class status, including race, religion/creed, color, sex (including pregnancy, childbirth, and related medical conditions), sexual orientation, gender identity, national origin (including limited English proficiency), age, political affiliation or belief, military or veteran status, disability, predisposing genetic characteristics, marital or family status, domestic violence victim status, arrest record or criminal conviction history, or any other impermissible basis.


        Show more

        


        Show less",Mid-Senior level
AMERICAN EAGLE OUTFITTERS INC.,Data Engineer Intern – Summer 2023,"Job DescriptionPOSITION TITLE: Data Engineer InternPosition SummaryThe Data Engineer Intern will help to enable data as the forefront of all business process and decisions. You will be part of a team of strong technologists passionate about our roadmap to deliver highly available and scalable data pipelines and solutions in the Google Cloud Platform (GCP) allowing teams across Digital, Stores, Marketing, Supply Chain, Finance, and Human Resources to make real-time decisions based on consistent, complete, and correct data using Data Quality rules. Your contributions will include supporting improvements in our data platform, building frameworks for security, automation and optimization, and curating data to be consumed by Data Science, Data Insights, and Advanced Analytics teams across the organization using a suite of sophisticated cloud tools and open-source technologies.Responsibilities Guided work using Google Cloud Platform (GCP) environment to perform the following:Develop highly available, scalable data pipelines and applications to support business decisions Pipeline development and orchestration using Cloud Data Fusion/CDAP, Cloud Composer/Airflow/Python, DataflowBig Query table creation and query optimizationCloud Function’s for event-based triggeringCloud Monitoring and AlertingPub/Sub for real-time messagingCloud Data Catalog build-outWork in an agile environment applying SDLC principles and SCRUM methodologies utilizing tools such as Jira, Wiki, Bitbucket/GitHub and BambooGuided work around software and product security, scalability, general data warehousing principles, documentation practices, refactoring and testing techniquesUse Terraform for infrastructure automation and provisioning.QualificationsBachelor/Master’s degree in MIS, Computer Science, or a related discipline Experience / training using Java or PythonUnderstanding of Big Data ETL Pipelines and familiar with Dataproc, Dataflow, Spark, or HadoopProficient ANSI SQL skills Pay/Benefits InformationActual starting pay is determined by various factors, including but not limited to relevant experience and location.Subject to eligibility requirements, associates may receive health care benefits (including medical, vision, and dental); wellness benefits; 401(k) retirement benefits; life and disability insurance; employee stock purchase program; paid time off; paid sick leave; and parental leave and benefitsPaid Time Off, paid sick leave, and holiday pay vary by job level and type, job location, employment classification (part-time or full-time / exempt or non-exempt), and years of service. For additional information, please click here .AEO may also provide discretionary bonuses and other incentives at its discretion.About UsAmerican Eagle - We're an American jeans and apparel brand that's true in everything we do. Rooted in authenticity, powered by positivity, and inspired by our community – we welcome all and believe that putting on a really great pair of #AEjeans gives you the freedom to be true to you. Because when you're at your best, you put good vibes out there, and get good things back in return. AE. True to you.American Eagle Outfitters® (NYSE: AEO) is a leading global specialty retailer offering high-quality, on-trend clothing, accessories and personal care products at affordable prices under its American Eagle® and Aerie® brands.The company operates stores in the United States, Canada, Mexico, and Hong Kong, and ships to 81 countries worldwide through its websites. American Eagle and Aerie merchandise also is available at more than 200 international locations operated by licensees in 24 countries.AEO is an Equal Opportunity Employer and is committed to complying with all federal, state and local equal employment opportunity (""EEO"") laws. AEO prohibits discrimination against associates and applicants for employment because of the individual's race or color, religion or creed, alienage or citizenship status, sex (including pregnancy), national origin, age, sexual orientation, disability, gender identity or expression, marital or partnership status, domestic violence or stalking victim status, genetic information or predisposing genetic characteristics, military or veteran status, or any other characteristic protected by law. This applies to all AEO activities, including, but not limited to, recruitment, hiring, compensation, assignment, training, promotion, performance evaluation, discipline and discharge. AEO also provides reasonable accommodation of religion and disability in accordance with applicable law.


        Show more

        


        Show less",Internship
Zortech Solutions,Data Engineer with SQL-US/Canada,"Role: Data Engineer with SQLLocation: Bellevue, WA/Remote (PST zone)/CanadaDuration: 6+ MonthsJob Description Data engineer + SQL masteryData normalization and denormalization principles and practiceAggregates, Common Table Expressions, Window FunctionsMulti-column joins, self joins, preventing row explosionsExperience with Postgres is a plusNeeds to understand database connectivityHow to connect to a databaseHow to explore a databaseHow to perform multiple operation in a single transactionNeeds to know how to do the basics with gitEnough familiarity with Azure cloud computing concepts to get things doneExperience with Databricks and/or Delta Lake a plusExperience with Azure Data Factory a plusSome level of scripting (preferably in python) is beneficialSome level of geospatial knowledge a plusSome level of geospatial SQL knowledge an extra special plus


        Show more

        


        Show less",Mid-Senior level
"Digible, Inc",Junior Data Engineer,"Company OverviewPrivately owned and operated, Digible was founded in 2017 with a mission to bring sophisticated digital marketing solutions to the multifamily industry. We offer a comprehensive suite of digital services as well as a predictive analytics platform, Fiona, that is the first of its kind.At Digible, Inc. we love to celebrate our diverse group of hardworking employees – and it shows. We pride ourselves on our collaborative, transparent, and authentic culture. These values are pervasive throughout every step of a Digible employee's journey. Starting with our interviews and continuing through our weekly All Hands Transparency Round-up, values are at the heart of working at Digible.We value diversity and believe forming teams in which everyone can be their authentic self is key to our success. We encourage people from underrepresented backgrounds and different industries to apply. Come join us and find out what the best work of your career could look like here at Digible.The RoleDigible, Inc. is looking for an Junior Software Engineer to join our team!We are seeking a highly motivated and detail-oriented Junior Data Engineer to join our growing team. As a Junior Data Engineer, you will be responsible for assisting with the development, implementation, and maintenance of our data infrastructure. You will work closely with our Data Engineering team to ensure data quality, accuracy, and completeness across all of our data sources.Responsibilities:Assist with the design, development, and maintenance of our data infrastructure using Python, Prefect, Snowflake, Google Cloud, and AWS. Collaborate with our Data Engineering team to ensure data quality, accuracy, and completeness across all of our data sources. Develop and maintain ETL pipelines to extract, transform, and load data from various sources into our data warehouse. Assist with the implementation of data security and governance policies. Monitor and troubleshoot data issues as they arise. Continuously seek ways to improve our data infrastructure and processes. Requirements:Bachelor's degree in Computer Science, Data Science, or a related field. Experience with Python, SQL, and data modeling. Familiarity with data warehousing concepts and ETL processes. Experience working with cloud-based platforms such as Google Cloud and AWS. Strong problem-solving skills and attention to detail. Excellent communication and teamwork skills. Expectations:Ability to learn and adapt quickly to new technologies and processes. Work collaboratively with our Data Engineering team to meet project goals and deadlines. Demonstrate a high level of professionalism and dedication to quality work. Communicate effectively with cross-functional teams to ensure project success. Success Metrics:Deliver high-quality data infrastructure projects on time and within scope. Ensure data accuracy and completeness across all data sources. Maintain a high level of data security and governance. Continuously seek ways to improve our data infrastructure and processes. Collaborate effectively with cross-functional teams to meet project goals and objectives. Core ValuesAuthenticity - The commitment to be steadfast and genuine with our actions and communication toward everyone we touch.Curiosity - The belief that a deep and fundamental curiosity (the ""why"") in our work is vital to company innovation and evolution.Focus - The collective will to remain completely devoted and ultimately accountable to our deliverables.Humility - The recognition and daily practice that ""we"" is always greater than ""I"".Happiness - The decision to prioritize passion and love for what we do above everything else.Perks and such:4-Day Work Week (32 Hour Work Week)WFA (Work From Anywhere)Profit Sharing BonusWe offer 3 weeks of PTO as well as Sick leave, and Bereavement. We offer 10 paid holidays (New Years Eve, New Years Day, MLK day, Memorial Day, Independence Day, Labor Day, Thanksgiving + day after, Christmas Eve, and Christmas)401(k) + Match50% employer paid health benefits, including Medical, Dental, and Vision. We provide $75/ month reimbursement for Physical WellnessWe provide $75/ month reimbursement for Mental Wellness$1000/year travel fund for employees who have been with Digible 3+ yearsMonthly subscription for financial wellnessDog-Friendly OfficePaid Parental LeaveCompany Sponsored Social EventsCompany Provided Lunches, SnacksEmployee Development Program


        Show more

        


        Show less",Mid-Senior level
CVS Health,Data Engineer,"Job DescriptionAssists in the development of large-scale data structures and pipelines to organize, collect and standardize data that helps generate insights and addresses reporting needsApplies understanding of key business drivers to accomplish own workUses expertise, judgment and precedents to contribute to the resolution of moderately complex problemsLeads portions of initiatives of limited scope, with guidance and directionWrites ETL (Extract / Transform / Load) processes, designs database systems and develops tools for real-time and offline analytic processingCollaborates with client team to transform data and integrate algorithms and models into automated processesUses knowledge in Hadoop architecture, HDFS commands and experience designing & optimizing queries to build data pipelinesUses programming skills in Python, Java or any of the major languages to build robust data pipelines and dynamic systemsBuilds data marts and data models to support clients and other internal customersIntegrates data from a variety of sources, assuring that they adhere to data quality and accessibility standardsPay RangeThe typical pay range for this role is:Minimum: $ 70,000Maximum: $ 140,000Please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls. The actual salary offer will take into account a wide range of factors, including location.Required Qualifications1+ years of progressively complex related experienceExperience with bash shell scripts, UNIX utilities & UNIX CommandsPreferred QualificationsAbility to leverage multiple tools and programming languages to analyze and manipulate data sets from disparate data sourcesAbility to understand complex systems and solve challenging analytical problemsStrong problem-solving skills and critical thinking abilityStrong collaboration and communication skills within and across teamsKnowledge in Java, Python, Hive, Cassandra, Pig, MySQL or NoSQL or similarKnowledge in Hadoop architecture, HDFS commands and experience designing & optimizing queries against data in the HDFS environmentExperience building data transformation and processing solutionsHas strong knowledge of large-scale search applications and building high volume data pipelinesEducationBachelor's degree or equivalent work experience in Computer Science, Engineering, Machine Learning, or related disciplineMaster’s degree or PhD preferredBusiness OverviewBring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.
      

        Show more

        


        Show less",Entry level
StaffSource,ETL and Data Engineer,"The Data Engineer develops data acquisition, storage, processing, and integration solutions for operational, reporting, and analytical purposes. This person is often called upon to generate production data solutions to support new rate analyses, operational reports, integrations with external entities, and new functionality in transactional systems. The Data Engineer will employ sound data management fundamentals and best practices to transform raw data resources into enterprise assets. Duties and responsibilities include the following:Design data structures and solutions to support transactional data processing, batch and real-time data movement, and data warehousingPerform ad-hoc query and analysis on structured and unstructured data from a variety of sourcesDevelop queries, data marts, and data files to support reporting and analytics efforts in IT and business unit customers. Recommend and implement data solutions to improve the usage of data assets across the organizationOptimize and operationalize prototype solutions developed by other team members or business analysts. Participate in the design and development of data services (REST, SOAP, etc.) as neededMap existing solutions developed in legacy technology to new architecture and implement modernized solutions in target-state technology stackPerform peer review and occasional QA support for solutions developed by other associates within the Data Management group or other functional areasInvestigate and document current data flow processes between corporate systems, business partners, and downstream data consumersCreate data models and technical metadata using modeling tools such as ER Studio or ErwinDocument and disseminate system interactions and data process flowsParticipate in the design and development of target-state analytics ecosystem using traditional and big data tools, as well as a mix of on-premises and cloud infrastructure Qualifications and Requirements5+ years' work experience developing high-performing data systems, adhering to established best-practicesStrong SQL development skills , creating complex queries, views, and stored proceduresSolid understanding of SQL best practicesExperience interfacing with business stakeholders to understand data and analytics needs and deliver solutionsExperience with ETL tools such as SSIS, Azure Data Factory and SQL Server (required)Experience in a variety of data technologies such as SQL Server, DB2, MongoDB (nice to have)Strong experience with relational data structures, theories, principles, and practicesExperience in Agile Scrum and / or Kanban project management frameworksExperience in creating data specifications, data catalogs, and process flow diagramsExperience developing REST or SOAP services preferred


        Show more

        


        Show less",Entry level
Travelers,"Data Engineer I (SQL, Python, Salesforce, Tealium)","R-27413Who Are We?Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.Compensation OverviewThe annual base salary range provided for this position is a nationwide market range and represents a broad range of salaries for this role across the country. The actual salary for this position will be determined by a number of factors, including the scope, complexity and location of the role; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. As part of our comprehensive compensation and benefits program, employees are also eligible for performance-based cash incentive awards.Salary Range$102,600.00 - $169,200.00Target Openings1What Is the Opportunity?Travelers Data Engineering team constructs pipelines that contextualize and provide easy access to data by the entire enterprise. As a Data Engineer, you will play a key role in growing and transforming our analytics landscape. In addition to your strong analytical mind, you will bring your inquisitive attitude and ability to translate the stories found in data. You will leverage your ability to design, build and deploy data solutions that capture, explore, transform, and utilize data to support Personal Insurance Analytics and business intelligence/insights.What Will You Do?Build and operationalize complex data solutions, correct problems, apply transformations, and recommend data cleansing/quality solutions.Design data solutions.Analyze sources to determine value and recommend data to include in analytical processes.Incorporate core data management competencies including data governance, data security and data quality.Collaborate within and across teams to support delivery and educate end users on data products/analytic environment.Perform data and system analysis, assessment and resolution for defects and incidents of moderate complexity and correct as appropriate.Test data movement, transformation code, and data components.Perform other duties as assigned.What Will Our Ideal Candidate Have?Bachelor’s Degree in STEM related field or equivalentSix years of related experienceProficient use of tools, techniques, and manipulation including Cloud platforms, programming languages, and an understanding of software engineering practices. Experience with Salesforce and Tealium Product Suite a plus.The ability to deliver work at a steady, predictable pace to achieve commitments, decompose work assignments into small batch releases, and contribute to tradeoff and negotiation discussions.Demonstrated track record of domain expertise including the ability to understand technical concepts and possess in-depth knowledge of immediate systems worked on.Proven problem solving skills including debugging skills, allowing you to determine source of issues in unfamiliar code or systems and the ability to recognize and solve repetitive problems.Strong verbal and written communication skills with the ability to interact with team members and business partners.Leadership - Intermediate leadership skills with a proven track record of self-motivation in identifying personal growth opportunities.What is a Must Have?Bachelor’s degree or equivalent training with data tools, techniques, and manipulation.Four years of data engineering or equivalent experience.What Is in It for You?Health Insurance: Employees and their eligible family members – including spouses, domestic partners, and children – are eligible for coverage from the first day of employment.Retirement: Travelers matches your 401(k) contributions dollar-for-dollar up to your first 5% of eligible pay, subject to an annual maximum. If you have student loan debt, you can enroll in the Paying it Forward Savings Program. When you make a payment toward your student loan, Travelers will make an annual contribution into your 401(k) account. You are also eligible for a Pension Plan that is 100% funded by Travelers.Paid Time Off: Start your career at Travelers with a minimum of 20 days Paid Time Off annually, plus nine paid company Holidays.Wellness Program: The Travelers wellness program is comprised of tools and resources that empower you to achieve your wellness goals. In addition, our Life Balance program provides access to professional counseling services, life coaching and other resources to support your daily life needs. Through Life Balance, you’re eligible for five free counseling sessions with a licensed therapist.Volunteer Encouragement: We have a deep commitment to the communities we serve and encourage our employees to get involved. Travelers has a Matching Gift and Volunteer Rewards program that enables you to give back to the charity of your choice.Employment PracticesTravelers is an equal opportunity employer. We believe that we can deliver the very best products and services when our workforce reflects the diverse customers and communities we serve. We are committed to recruiting, retaining and developing the diverse talent of all of our employees and fostering an inclusive workplace, where we celebrate differences, promote belonging, and work together to deliver extraordinary results.If you are a candidate and have specific questions regarding the physical requirements of this role, please send us an email so we may assist you.Travelers reserves the right to fill this position at a level above or below the level included in this posting.To learn more about our comprehensive benefit programs please visit http://careers.travelers.com/life-at-travelers/benefits/.
      

        Show more

        


        Show less",Not Applicable
Simplex.,Data / Analytics Engineer,"This role has a preference for a local Austin, TX candidate and will be a hybrid work environment meeting in-person a few times/month. Our client is a fast-growing, Private Equity backed GovTech company that provides SaaS Software solutions to the Public Sector (City / State Local Government) and is looking for a Data Engineer to join their team. Reporting to the Director of Analytics as their first hire, you will be responsible for the ongoing development and management of the data infrastructure of the business and will be providing essential support to internal customers. This pivotal role will be in the Analytics team reporting to Finance and is aimed to drive greater efficiency in data, processes, and tools, ultimately enhancing data-driven decision-making capabilities. For someone with an interest in more of the analytics side of things, this role could also serve as a hybrid Analytics / Dashboarding role as well. This role is great for someone who perhaps hasn't yet chosen a specific specialization or path in the data realm and wants to gain exposure or opportunity in different areas - Whether BI Front End, Business Strategy, Analytics / Dashboarding, or Data Engineering there are a plethora of opportunities to learn and jump in to help the business. One of the major projects you'll be working on is how to collect data on the usage of their underlying SaaS Software products and how to marry that with their CRM data. They have different products that were built at different times so getting to and extracting that data is going to be an especially interesting challenge for this team. ResponsibilitiesDesign, develop, and maintain scalable data pipelines and ETL processes to ingest and process data from various sourcesBuild and optimize the data warehouse in SnowflakeCollaborate with data users to understand requirements and create efficient data models and structures for seamless reporting and analysis using BI tools. Monitor and optimize data pipeline performanceImplement data governance and security best practices, manage user access, and ensure compliance is adhered toContinuously explore and evaluate new data engineering techniques and tools, including AI applications, to improve data processing and exploration capabilities. QualificationsExperience building or using data marts (sql heavy data modeling) and interacting with users that use the data. The ability to find the shortest path to making data available and widely usable. Experience building or extending a Data WarehouseStrong exposure to Data Warehouse patterns and the application of those patternsPrevious experience working with business stakeholdersStrong initiative to start new projects or take existing projects and make them better. Proficiency with Snowflake, Tableau, and Stitch, or similar data warehousing, BI, and ETL tools. Strong knowledge of SQL is required with database design and data modeling experience. Experience with Python or another programming language for data processing. Familiarity with data engineering best practices, including data quality, data governance, and data security. Interest in AI applications for data engineering and data exploration. Excellent problem-solving, communication, and collaboration skills. Extra informationCareer development opportunitiesCompetitive insurance (medical, dental, vision, and voluntary life & disability)Mental health benefits401(k) plan (company matching)Paid holidaysFlexible PTO - no accrualsPaid generous parental leaveBusiness casual environment #ZR


        Show more

        


        Show less",Entry level
